Run,Day,Interval,Success
1452,Day_16,4,0
1453,Day_16,1,1
1453,Day_16,2,1
1453,Day_16,3,1
1453,Day_16,4,0
1454,Day_16,1,1
1454,Day_16,2,1
1454,Day_16,3,1
1454,Day_16,4,0
1455,Day_16,1,1
1455,Day_16,2,1
1455,Day_16,3,1
1455,Day_16,4,0
1456,Day_16,1,1
1456,Day_16,2,1
1456,Day_16,3,1
1456,Day_16,4,0
1457,Day_16,1,1
1457,Day_16,2,1
1457,Day_16,3,1
1457,Day_16,4,0
1458,Day_16,1,1
1458,Day_16,2,1
1458,Day_16,3,1
1458,Day_16,4,0
1459,Day_16,1,1
1459,Day_16,2,1
1459,Day_16,3,1
1459,Day_16,4,0
1460,Day_16,1,1
1460,Day_16,2,1
1460,Day_16,3,1
1460,Day_16,4,0
1461,Day_16,1,1
1461,Day_16,2,1
1461,Day_16,3,1
1461,Day_16,4,0
1462,Day_16,1,1
1462,Day_16,2,1
1462,Day_16,3,1
1462,Day_16,4,0
1463,Day_16,1,1
1463,Day_16,2,1
1463,Day_16,3,1
1463,Day_16,4,0
1464,Day_16,1,1
1464,Day_16,2,1
1464,Day_16,3,0
1465,Day_16,1,1
1465,Day_16,2,1
1465,Day_16,3,0
1466,Day_16,1,1
1466,Day_16,2,1
1466,Day_16,3,0
1467,Day_16,1,1
1467,Day_16,2,1
1467,Day_16,3,0
1468,Day_16,1,1
1468,Day_16,2,1
1468,Day_16,3,0
1469,Day_16,1,1
1469,Day_16,2,1
1469,Day_16,3,0
1470,Day_16,1,1
1470,Day_16,2,1
1470,Day_16,3,0
1471,Day_16,1,1
1471,Day_16,2,1
1471,Day_16,3,0
1472,Day_16,1,1
1472,Day_16,2,1
1472,Day_16,3,0
1473,Day_16,1,1
1473,Day_16,2,1
1473,Day_16,3,0
1474,Day_16,1,1
1474,Day_16,2,0
1475,Day_16,1,1
1475,Day_16,2,0
1476,Day_16,1,1
1476,Day_16,2,0
1477,Day_16,1,1
1477,Day_16,2,0
1478,Day_16,1,0
1479,Day_16,1,0
1480,Day_16,1,0
1481,Day_16,1,0
1482,Day_16,1,0
1483,Day_16,1,0
1484,Day_16,1,0
1485,Day_16,1,0
1486,Day_16,1,0
1487,Day_16,1,0
1488,Day_16,1,0
1489,Day_16,1,0
1490,Day_16,1,0
1491,Day_16,1,0
1492,Day_16,1,0
1493,Day_16,1,0
1494,Day_16,1,0
1495,Day_16,1,0
1496,Day_16,1,0
1497,Day_16,1,0
1498,Day_16,1,0
1499,Day_16,1,0
1500,Day_16,1,0
1501,Day_16,1,0
1502,Day_16,1,0
1503,Day_17,1,1
1503,Day_17,2,1
1503,Day_17,3,1
1503,Day_17,4,1
1503,Day_17,5,1
1503,Day_17,6,1
1503,Day_17,7,1
1503,Day_17,8,1
1504,Day_17,1,1
1504,Day_17,2,1
1504,Day_17,3,1
1504,Day_17,4,1
1504,Day_17,5,0
1505,Day_17,1,1
1505,Day_17,2,1
1505,Day_17,3,1
1505,Day_17,4,1
1505,Day_17,5,0
1506,Day_17,1,1
1506,Day_17,2,1
1506,Day_17,3,1
1506,Day_17,4,1
1506,Day_17,5,0
1507,Day_17,1,1
1507,Day_17,2,1
1507,Day_17,3,1
1507,Day_17,4,0
1508,Day_17,1,1
1508,Day_17,2,1
1508,Day_17,3,1
1508,Day_17,4,0
1509,Day_17,1,1
1509,Day_17,2,1
1509,Day_17,3,1
1509,Day_17,4,0
1510,Day_17,1,1
1510,Day_17,2,1
1510,Day_17,3,1
1510,Day_17,4,0
1511,Day_17,1,1
1511,Day_17,2,1
1511,Day_17,3,1
1511,Day_17,4,0
1512,Day_17,1,1
1512,Day_17,2,1
1512,Day_17,3,1
1512,Day_17,4,0
1513,Day_17,1,1
1513,Day_17,2,1
1513,Day_17,3,1
1513,Day_17,4,0
1514,Day_17,1,1
1514,Day_17,2,1
1514,Day_17,3,1
1514,Day_17,4,0
1515,Day_17,1,1
1515,Day_17,2,1
1515,Day_17,3,1
1515,Day_17,4,0
1516,Day_17,1,1
1516,Day_17,2,1
1516,Day_17,3,1
1516,Day_17,4,0
1517,Day_17,1,1
1517,Day_17,2,1
1517,Day_17,3,1
1517,Day_17,4,0
1518,Day_17,1,1
1518,Day_17,2,1
1518,Day_17,3,1
1518,Day_17,4,0
1519,Day_17,1,1
1519,Day_17,2,1
1519,Day_17,3,0
1520,Day_17,1,1
1520,Day_17,2,1
1520,Day_17,3,0
1521,Day_17,1,1
1521,Day_17,2,1
1521,Day_17,3,0
1522,Day_17,1,1
1522,Day_17,2,0
1523,Day_17,1,1
1523,Day_17,2,0
1524,Day_17,1,1
1524,Day_17,2,0
1525,Day_17,1,1
1525,Day_17,2,0
1526,Day_17,1,0
1527,Day_17,1,0
1528,Day_17,1,0
1529,Day_17,1,0
1530,Day_17,1,0
1531,Day_17,1,0
1532,Day_17,1,0
1533,Day_17,1,0
1534,Day_17,1,0
1535,Day_18,1,1
1535,Day_18,2,1
1535,Day_18,3,1
1535,Day_18,4,1
1535,Day_18,5,1
1535,Day_18,6,1
1535,Day_18,7,1
1535,Day_18,8,0
1536,Day_18,1,1
1536,Day_18,2,1
1536,Day_18,3,1
1536,Day_18,4,1
1536,Day_18,5,1
1536,Day_18,6,0
1537,Day_18,1,1
1537,Day_18,2,1
1537,Day_18,3,1
1537,Day_18,4,1
1537,Day_18,5,0
1538,Day_18,1,1
1538,Day_18,2,1
1538,Day_18,3,1
1538,Day_18,4,1
1538,Day_18,5,0
1539,Day_18,1,1
1539,Day_18,2,1
1539,Day_18,3,1
1539,Day_18,4,0
1540,Day_18,1,1
1540,Day_18,2,1
1540,Day_18,3,1
1540,Day_18,4,0
1541,Day_18,1,1
1541,Day_18,2,1
1541,Day_18,3,1
1541,Day_18,4,0
1542,Day_18,1,1
1542,Day_18,2,1
1542,Day_18,3,1
1542,Day_18,4,0
1543,Day_18,1,1
1543,Day_18,2,1
1543,Day_18,3,1
1543,Day_18,4,0
1544,Day_18,1,1
1544,Day_18,2,1
1544,Day_18,3,1
1544,Day_18,4,0
1545,Day_18,1,1
1545,Day_18,2,1
1545,Day_18,3,1
1545,Day_18,4,0
1546,Day_18,1,1
1546,Day_18,2,1
1546,Day_18,3,1
1546,Day_18,4,0
1547,Day_18,1,1
1547,Day_18,2,1
1547,Day_18,3,1
1547,Day_18,4,0
1548,Day_18,1,1
1548,Day_18,2,1
1548,Day_18,3,1
1548,Day_18,4,0
1549,Day_18,1,1
1549,Day_18,2,1
1549,Day_18,3,1
1549,Day_18,4,0
1550,Day_18,1,1
1550,Day_18,2,1
1550,Day_18,3,1
1550,Day_18,4,0
1551,Day_18,1,1
1551,Day_18,2,1
1551,Day_18,3,1
1551,Day_18,4,0
1552,Day_18,1,1
1552,Day_18,2,1
1552,Day_18,3,1
1552,Day_18,4,0
1553,Day_18,1,1
1553,Day_18,2,1
1553,Day_18,3,1
1553,Day_18,4,0
1554,Day_18,1,1
1554,Day_18,2,1
1554,Day_18,3,1
1554,Day_18,4,0
1555,Day_18,1,1
1555,Day_18,2,1
1555,Day_18,3,1
1555,Day_18,4,0
1556,Day_18,1,1
1556,Day_18,2,1
1556,Day_18,3,1
1556,Day_18,4,0
1557,Day_18,1,1
1557,Day_18,2,1
1557,Day_18,3,1
1557,Day_18,4,0
1558,Day_18,1,1
1558,Day_18,2,1
1558,Day_18,3,1
1558,Day_18,4,0
1559,Day_18,1,1
1559,Day_18,2,1
1559,Day_18,3,1
1559,Day_18,4,0
1560,Day_18,1,1
1560,Day_18,2,1
1560,Day_18,3,1
1560,Day_18,4,0
1561,Day_18,1,1
1561,Day_18,2,1
1561,Day_18,3,0
1562,Day_18,1,1
1562,Day_18,2,1
1562,Day_18,3,0
1563,Day_18,1,1
1563,Day_18,2,1
1563,Day_18,3,0
1564,Day_18,1,1
1564,Day_18,2,1
1564,Day_18,3,0
1565,Day_18,1,1
1565,Day_18,2,1
1565,Day_18,3,0
1566,Day_18,1,1
1566,Day_18,2,1
1566,Day_18,3,0
1567,Day_18,1,1
1567,Day_18,2,1
1567,Day_18,3,0
1568,Day_18,1,1
1568,Day_18,2,1
1568,Day_18,3,0
1569,Day_18,1,1
1569,Day_18,2,1
1569,Day_18,3,0
1570,Day_18,1,1
1570,Day_18,2,1
1570,Day_18,3,0
1571,Day_18,1,1
1571,Day_18,2,1
1571,Day_18,3,0
1572,Day_18,1,1
1572,Day_18,2,1
1572,Day_18,3,0
1573,Day_18,1,1
1573,Day_18,2,0
1574,Day_18,1,1
1574,Day_18,2,0
1575,Day_18,1,1
1575,Day_18,2,0
1576,Day_18,1,1
1576,Day_18,2,0
1577,Day_18,1,1
1577,Day_18,2,0
1578,Day_18,1,0
1579,Day_18,1,0
1580,Day_18,1,0
1581,Day_18,1,0
1582,Day_18,1,0
1583,Day_18,1,0
1584,Day_18,1,0
1585,Day_18,1,0
1586,Day_18,1,0
1587,Day_18,1,0
1588,Day_18,1,0
1589,Day_18,1,0
1590,Day_18,1,0
1591,Day_18,1,0
1592,Day_18,1,0
1593,Day_18,1,0
1594,Day_18,1,0
1595,Day_18,1,0
1596,Day_18,1,0
1597,Day_18,1,0
1598,Day_18,1,0
1599,Day_18,1,0
1600,Day_19,1,1
1600,Day_19,2,1
1600,Day_19,3,1
1600,Day_19,4,1
1600,Day_19,5,1
1600,Day_19,6,1
1600,Day_19,7,1
1600,Day_19,8,0
1601,Day_19,1,1
1601,Day_19,2,1
1601,Day_19,3,1
1601,Day_19,4,1
1601,Day_19,5,1
1601,Day_19,6,0
1602,Day_19,1,1
1602,Day_19,2,1
1602,Day_19,3,1
1602,Day_19,4,1
1602,Day_19,5,1
1602,Day_19,6,0
1603,Day_19,1,1
1603,Day_19,2,1
1603,Day_19,3,1
1603,Day_19,4,1
1603,Day_19,5,0
1604,Day_19,1,1
1604,Day_19,2,1
1604,Day_19,3,1
1604,Day_19,4,1
1604,Day_19,5,0
1605,Day_19,1,1
1605,Day_19,2,1
1605,Day_19,3,1
1605,Day_19,4,1
1605,Day_19,5,0
1606,Day_19,1,1
1606,Day_19,2,1
1606,Day_19,3,1
1606,Day_19,4,1
1606,Day_19,5,0
1607,Day_19,1,1
1607,Day_19,2,1
1607,Day_19,3,1
1607,Day_19,4,1
1607,Day_19,5,0
1608,Day_19,1,1
1608,Day_19,2,1
1608,Day_19,3,1
1608,Day_19,4,1
1608,Day_19,5,0
1609,Day_19,1,1
1609,Day_19,2,1
1609,Day_19,3,1
1609,Day_19,4,1
1609,Day_19,5,0
1610,Day_19,1,1
1610,Day_19,2,1
1610,Day_19,3,1
1610,Day_19,4,0
1611,Day_19,1,1
1611,Day_19,2,1
1611,Day_19,3,1
1611,Day_19,4,0
1612,Day_19,1,1
1612,Day_19,2,1
1612,Day_19,3,1
1612,Day_19,4,0
1613,Day_19,1,1
1613,Day_19,2,1
1613,Day_19,3,1
1613,Day_19,4,0
1614,Day_19,1,1
1614,Day_19,2,1
1614,Day_19,3,1
1614,Day_19,4,0
1615,Day_19,1,1
1615,Day_19,2,1
1615,Day_19,3,1
1615,Day_19,4,0
1616,Day_19,1,1
1616,Day_19,2,1
1616,Day_19,3,1
1616,Day_19,4,0
1617,Day_19,1,1
1617,Day_19,2,1
1617,Day_19,3,1
1617,Day_19,4,0
1618,Day_19,1,1
1618,Day_19,2,1
1618,Day_19,3,1
1618,Day_19,4,0
1619,Day_19,1,1
1619,Day_19,2,1
1619,Day_19,3,1
1619,Day_19,4,0
1620,Day_19,1,1
1620,Day_19,2,1
1620,Day_19,3,1
1620,Day_19,4,0
1621,Day_19,1,1
1621,Day_19,2,1
1621,Day_19,3,1
1621,Day_19,4,0
1622,Day_19,1,1
1622,Day_19,2,1
1622,Day_19,3,1
1622,Day_19,4,0
1623,Day_19,1,1
1623,Day_19,2,1
1623,Day_19,3,1
1623,Day_19,4,0
1624,Day_19,1,1
1624,Day_19,2,1
1624,Day_19,3,1
1624,Day_19,4,0
1625,Day_19,1,1
1625,Day_19,2,1
1625,Day_19,3,1
1625,Day_19,4,0
1626,Day_19,1,1
1626,Day_19,2,1
1626,Day_19,3,1
1626,Day_19,4,0
1627,Day_19,1,1
1627,Day_19,2,1
1627,Day_19,3,1
1627,Day_19,4,0
1628,Day_19,1,1
1628,Day_19,2,1
1628,Day_19,3,1
1628,Day_19,4,0
1629,Day_19,1,1
1629,Day_19,2,1
1629,Day_19,3,1
1629,Day_19,4,0
1630,Day_19,1,1
1630,Day_19,2,1
1630,Day_19,3,1
1630,Day_19,4,0
1631,Day_19,1,1
1631,Day_19,2,1
1631,Day_19,3,1
1631,Day_19,4,0
1632,Day_19,1,1
1632,Day_19,2,1
1632,Day_19,3,1
1632,Day_19,4,0
1633,Day_19,1,1
1633,Day_19,2,1
1633,Day_19,3,1
1633,Day_19,4,0
1634,Day_19,1,1
1634,Day_19,2,1
1634,Day_19,3,0
1635,Day_19,1,1
1635,Day_19,2,1
1635,Day_19,3,0
1636,Day_19,1,1
1636,Day_19,2,1
1636,Day_19,3,0
1637,Day_19,1,1
1637,Day_19,2,1
1637,Day_19,3,0
1638,Day_19,1,1
1638,Day_19,2,0
1639,Day_19,1,1
1639,Day_19,2,0
1640,Day_19,1,1
1640,Day_19,2,0
1641,Day_19,1,1
1641,Day_19,2,0
1642,Day_19,1,1
1642,Day_19,2,0
1643,Day_19,1,1
1643,Day_19,2,0
1644,Day_19,1,1
1644,Day_19,2,0
1645,Day_19,1,1
1645,Day_19,2,0
1646,Day_19,1,1
1646,Day_19,2,0
1647,Day_19,1,1
1647,Day_19,2,0
1648,Day_19,1,0
1649,Day_19,1,0
1650,Day_19,1,0
1651,Day_19,1,0
1652,Day_19,1,0
1653,Day_19,1,0
1654,Day_19,1,0
1655,Day_19,1,0
1656,Day_19,1,0
1657,Day_19,1,0
1658,Day_19,1,0
1659,Day_19,1,0
1660,Day_19,1,0
1661,Day_19,1,0
1662,Day_19,1,0
1663,Day_19,1,0
1664,Day_19,1,0
1665,Day_19,1,0
1666,Day_20,1,1
1666,Day_20,2,1
1666,Day_20,3,1
1666,Day_20,4,1
1666,Day_20,5,0
1667,Day_20,1,1
1667,Day_20,2,1
1667,Day_20,3,1
1667,Day_20,4,1
1667,Day_20,5,0
1668,Day_20,1,1
1668,Day_20,2,1
1668,Day_20,3,1
1668,Day_20,4,1
1668,Day_20,5,0
1669,Day_20,1,1
1669,Day_20,2,1
1669,Day_20,3,1
1669,Day_20,4,1
1669,Day_20,5,0
1670,Day_20,1,1
1670,Day_20,2,1
1670,Day_20,3,1
1670,Day_20,4,0
1671,Day_20,1,1
1671,Day_20,2,1
1671,Day_20,3,1
1671,Day_20,4,0
1672,Day_20,1,1
1672,Day_20,2,1
1672,Day_20,3,1
1672,Day_20,4,0
1673,Day_20,1,1
1673,Day_20,2,1
1673,Day_20,3,1
1673,Day_20,4,0
1674,Day_20,1,1
1674,Day_20,2,1
1674,Day_20,3,1
1674,Day_20,4,0
1675,Day_20,1,1
1675,Day_20,2,1
1675,Day_20,3,1
1675,Day_20,4,0
1676,Day_20,1,1
1676,Day_20,2,1
1676,Day_20,3,1
1676,Day_20,4,0
1677,Day_20,1,1
1677,Day_20,2,1
1677,Day_20,3,1
1677,Day_20,4,0
1678,Day_20,1,1
1678,Day_20,2,1
1678,Day_20,3,1
1678,Day_20,4,0
1679,Day_20,1,1
1679,Day_20,2,1
1679,Day_20,3,1
1679,Day_20,4,0
1680,Day_20,1,1
1680,Day_20,2,1
1680,Day_20,3,1
1680,Day_20,4,0
1681,Day_20,1,1
1681,Day_20,2,1
1681,Day_20,3,1
1681,Day_20,4,0
1682,Day_20,1,1
1682,Day_20,2,1
1682,Day_20,3,1
1682,Day_20,4,0
1683,Day_20,1,1
1683,Day_20,2,1
1683,Day_20,3,1
1683,Day_20,4,0
1684,Day_20,1,1
1684,Day_20,2,1
1684,Day_20,3,0
1685,Day_20,1,1
1685,Day_20,2,1
1685,Day_20,3,0
1686,Day_20,1,1
1686,Day_20,2,0
1687,Day_20,1,1
1687,Day_20,2,0
1688,Day_20,1,1
1688,Day_20,2,0
1689,Day_20,1,1
1689,Day_20,2,0
1690,Day_20,1,1
1690,Day_20,2,0
1691,Day_20,1,1
1691,Day_20,2,0
1692,Day_20,1,1
1692,Day_20,2,0
1693,Day_20,1,1
1693,Day_20,2,0
1694,Day_20,1,1
1694,Day_20,2,0
1695,Day_20,1,0
1696,Day_20,1,0
1697,Day_20,1,0
1698,Day_20,1,0
1699,Day_20,1,0
1700,Day_20,1,0
1701,Day_20,1,0
1702,Day_20,1,0
1703,Day_20,1,0
1704,Day_20,1,0
1705,Day_20,1,0
1706,Day_20,1,0
1707,Day_20,1,0
1708,Day_21,1,1
1708,Day_21,2,1
1708,Day_21,3,0
1709,Day_21,1,1
1709,Day_21,2,1
1709,Day_21,3,0
1710,Day_21,1,1
1710,Day_21,2,1
1710,Day_21,3,0
1711,Day_21,1,1
1711,Day_21,2,1
1711,Day_21,3,0
1712,Day_21,1,1
1712,Day_21,2,1
1712,Day_21,3,0
1713,Day_21,1,1
1713,Day_21,2,1
1713,Day_21,3,0
1714,Day_21,1,1
1714,Day_21,2,1
1714,Day_21,3,0
1715,Day_21,1,1
1715,Day_21,2,1
1715,Day_21,3,0
1716,Day_21,1,1
1716,Day_21,2,1
1716,Day_21,3,0
1717,Day_21,1,1
1717,Day_21,2,1
1717,Day_21,3,0
1718,Day_21,1,1
1718,Day_21,2,1
1718,Day_21,3,0
1719,Day_21,1,1
1719,Day_21,2,1
1719,Day_21,3,0
1720,Day_21,1,1
1720,Day_21,2,1
1720,Day_21,3,0
1721,Day_21,1,1
1721,Day_21,2,1
1721,Day_21,3,0
1722,Day_21,1,1
1722,Day_21,2,1
1722,Day_21,3,0
1723,Day_21,1,1
1723,Day_21,2,1
1723,Day_21,3,0
1724,Day_21,1,1
1724,Day_21,2,1
1724,Day_21,3,0
1725,Day_21,1,1
1725,Day_21,2,1
1725,Day_21,3,0
1726,Day_21,1,1
1726,Day_21,2,1
1726,Day_21,3,0
1727,Day_21,1,1
1727,Day_21,2,0
1728,Day_21,1,1
1728,Day_21,2,0
1729,Day_21,1,1
1729,Day_21,2,0
1730,Day_21,1,1
1730,Day_21,2,0
1731,Day_21,1,1
1731,Day_21,2,0
1732,Day_21,1,1
1732,Day_21,2,0
1733,Day_21,1,1
1733,Day_21,2,0
1734,Day_21,1,1
1734,Day_21,2,0
1735,Day_21,1,1
1735,Day_21,2,0
1736,Day_21,1,1
1736,Day_21,2,0
1737,Day_21,1,1
1737,Day_21,2,0
1738,Day_21,1,1
1738,Day_21,2,0
1739,Day_21,1,0
1740,Day_21,1,0
1741,Day_21,1,0
1742,Day_21,1,0
1743,Day_21,1,0
1744,Day_21,1,0
1745,Day_21,1,0
1746,Day_21,1,0
1747,Day_21,1,0
1748,Day_21,1,0
1749,Day_21,1,0
1750,Day_21,1,0
